Date Key,Product Key,Region Key,Units Sold,Total Revenue,Total Cost,Total Profit
1515,4,33,4455,916393.5,521725.05,394668.45
1661,11,182,9252,1411670.16,901514.88,510155.28
1164,3,108,5916,2495901.24,2157506.04,338395.2
1199,3,28,6637,2800083.93,2420447.53,379636.4
1857,12,153,5641,616448.48,202173.44,414275.04
1732,9,93,4181,341713.13,236937.27,104775.86
911,12,29,5545,605957.6,198732.8,407224.8
59,7,80,49,7548.94,4455.57,3093.37
632,4,92,42,8639.4,4918.62,3720.78
2710,10,164,4903,232647.35,155866.37,76780.98
1399,6,149,6045,56399.85,41831.4,14568.45
2088,10,1,1910,90629.5,60718.9,29910.6
750,7,124,2970,457558.2,270062.1,187496.1
2041,2,80,6732,1718544.96,1073215.44,645329.52
2210,6,14,2730,25470.9,18891.6,6579.3
2705,3,26,7533,3178097.37,2747209.77,430887.6
1965,6,67,4978,46444.74,34447.76,11996.98
2363,2,134,911,232560.08,145231.62,87328.46
1701,5,64,2231,975393.2,587489.23,387903.97
2655,8,77,5661,3686499.81,2971798.56,714701.25
371,1,109,4956,3311946.12,2490588.24,821357.88
2331,12,78,5902,644970.56,211527.68,433442.88
2520,5,47,1316,575355.2,346542.28,228812.92
1642,1,58,6048,4041696.96,3039361.92,1002335.04
2459,1,150,1977,1321169.79,993521.58,327648.21
2511,9,45,3014,246334.22,170803.38,75530.84
1444,11,101,101,15410.58,9841.44,5569.14
1072,1,5,6213,4151961.51,3122281.02,1029680.49
2190,7,85,1354,208597.24,123119.22,85478.02
843,12,126,7560,826156.8,270950.4,555206.4
2222,6,71,3898,36368.34,26974.16,9394.18
239,1,111,1468,981020.36,737728.72,243291.64
296,11,162,8399,1281519.42,818398.56,463120.86
425,9,145,4852,396553.96,274962.84,121591.12
901,12,168,8020,876425.6,287436.8,588988.8
1148,11,28,7126,1087285.08,694357.44,392927.64
1874,9,55,8426,688656.98,477501.42,211155.56
2325,6,36,204,1903.32,1411.68,491.64
169,3,89,7779,3281882.31,2836923.51,444958.8
1591,3,131,8500,3586065.0,3099865.0,486200.0
680,9,86,6746,551350.58,382295.82,169054.76
625,10,38,8928,423633.6,283821.12,139812.48
1528,1,51,8488,5672275.76,4265559.52,1406716.24
2253,12,51,901,98461.28,32291.84,66169.44
2086,6,110,8671,80900.43,60003.32,20897.11
2543,11,144,6335,966594.3,617282.4,349311.9
138,9,116,5459,446164.07,309361.53,136802.54
1757,10,71,9643,457560.35,306550.97,151009.38
1346,6,56,7739,72204.87,53553.88,18650.99
720,7,80,4005,617010.3,364174.65,252835.65
136,5,161,37,16176.4,9743.21,6433.19
587,4,5,4591,944368.7,537652.01,406716.69
766,8,78,8452,5504026.92,4436961.92,1067065.0
2460,6,23,9438,88056.54,65310.96,22745.58
816,1,158,7397,4943193.19,3717288.38,1225904.81
1854,12,28,9210,1006468.8,330086.4,676382.4
2067,8,16,3787,2466132.27,1988023.52,478108.75
1275,3,185,7070,2982762.3,2578358.3,404404.0
1863,12,41,7035,768784.8,252134.4,516650.4
1973,10,35,8684,412055.8,276064.36,135991.44
1832,3,177,9055,3820213.95,3302267.95,517946.0
1899,6,101,2215,20665.95,15327.8,5338.15
2621,3,73,4263,1798517.07,1554673.47,243843.6
1424,1,21,8327,5564684.29,4184650.58,1380033.71
459,2,170,9571,2443284.88,1525808.82,917476.06
1751,11,42,185,28227.3,18026.4,10200.9
2606,6,75,4393,40986.69,30399.56,10587.13
1612,7,138,3451,531661.06,313799.43,217861.63
879,4,29,645,132676.5,75535.95,57140.55
345,8,30,6292,4097413.32,3303048.32,794365.0
762,5,73,2740,1197928.0,721524.2,476403.8
837,10,131,7591,360192.95,241317.89,118875.06
583,6,12,5848,54561.84,40468.16,14093.68
638,3,6,4614,1946600.46,1682679.66,263920.8
2675,6,185,1393,12996.69,9639.56,3357.13
1810,12,133,5721,625190.88,205040.64,420150.24
748,3,130,4167,1758015.63,1519663.23,238352.4
2181,8,175,5328,3469646.88,2796986.88,672660.0
1654,10,46,4834,229373.3,153672.86,75700.44
1206,11,122,348,53097.84,33909.12,19188.72
1077,7,161,6560,1010633.6,596500.8,414132.8
2613,5,87,195,85254.0,51349.35,33904.65
29,7,28,5007,771378.42,455286.51,316091.91
2656,7,3,6783,1044988.98,616778.19,428210.79
1963,4,73,8341,1715743.7,976814.51,738929.19
2581,2,118,4527,1155652.56,721694.34,433958.22
1243,1,111,7224,4827582.48,3630348.96,1197233.52
690,3,129,341,143864.49,124359.29,19505.2
696,10,18,4821,228756.45,153259.59,75496.86
1184,4,125,3638,748336.6,426046.18,322290.42
2734,7,57,6796,1046991.76,617960.28,429031.48
1842,9,166,6332,517514.36,358834.44,158679.92
2520,4,148,1313,270084.1,153765.43,116318.67
581,1,139,2838,1896550.26,1426208.52,470341.74
1903,7,2,9037,1392240.22,821734.41,570505.81
2145,12,91,70,7649.6,2508.8,5140.8
1270,12,147,3131,342155.68,112215.04,229940.64
1527,10,111,7442,353122.9,236581.18,116541.72
2120,2,61,9259,2363637.52,1476069.78,887567.74
1006,5,148,6867,3002252.4,1808287.11,1193965.29
770,5,133,5585,2441762.0,1470698.05,971063.95
1335,5,18,2760,1206672.0,726790.8,479881.2
1495,3,118,2774,1170322.86,1011650.06,158672.8
349,5,179,2036,890139.2,536139.88,353999.32
651,9,14,3989,326020.97,226056.63,99964.34
660,3,168,4107,1732702.23,1497781.83,234920.4
2161,4,24,4895,1006901.5,573253.45,433648.05
2445,2,5,888,226688.64,141564.96,85123.68
1690,5,38,3655,1597966.0,962471.15,635494.85
333,6,95,6794,63388.02,47014.48,16373.54
1932,10,44,934,44318.3,29691.86,14626.44
2339,1,76,8738,5839343.26,4391194.52,1448148.74
1056,3,124,6134,2587873.26,2237008.46,350864.8
2435,7,137,6205,955942.3,564220.65,391721.65
1973,9,162,896,73230.08,50776.32,22453.76
2764,12,58,8025,876972.0,287616.0,589356.0
1765,1,183,7439,4971260.53,3738395.06,1232865.47
1995,8,49,6019,3919632.99,3159734.24,759898.75
2037,10,74,2676,126976.2,85070.04,41906.16
645,5,151,3352,1465494.4,882682.16,582812.24
2610,12,113,6022,658084.16,215828.48,442255.68
1755,3,126,5689,2400132.21,2074721.41,325410.8
1681,10,130,9390,445555.5,298508.1,147047.4
2219,1,56,1193,797246.11,599530.22,197715.89
1611,4,92,7195,1480011.5,842606.45,637405.05
2289,12,42,527,57590.56,18887.68,38702.88
912,12,154,6351,694037.28,227619.84,466417.44
1184,8,14,6857,4465346.97,3599650.72,865696.25
1707,10,97,6271,297558.95,199355.09,98203.86
2448,7,6,5847,900788.82,531667.71,369121.11
1460,9,30,8870,724945.1,502662.9,222282.2
997,12,34,5660,618524.8,202854.4,415670.4
48,8,146,8563,5576311.23,4495232.48,1081078.75
2034,9,47,6960,568840.8,394423.2,174417.6
2512,12,133,2262,247191.36,81070.08,166121.28
1721,12,104,2911,318114.08,104330.24,213783.84
72,11,48,9382,1431505.56,914182.08,517323.48
2006,1,114,9178,6133382.06,4612312.12,1521069.94
2755,8,13,1837,1196272.77,964351.52,231921.25
842,1,131,3925,2622959.75,1972469.5,650490.25
2266,7,176,4041,622556.46,367448.13,255108.33
223,12,156,7816,854132.48,280125.44,574007.04
1284,11,89,2909,443855.22,283452.96,160402.26
1778,12,4,4014,438649.92,143861.76,294788.16
114,5,134,7854,3433768.8,2068193.82,1365574.98
2377,4,26,8184,1683448.8,958428.24,725020.56
1787,5,143,790,345388.0,208030.7,137357.3
2648,5,29,8490,3711828.0,2235671.7,1476156.3
1480,9,70,6132,501168.36,347500.44,153667.92
1640,10,95,5596,265530.2,177896.84,87633.36
2123,1,101,793,529938.11,398514.22,131423.89
2208,6,39,2665,24864.45,18441.8,6422.65
1955,12,123,4187,457555.36,150062.08,307493.28
698,3,147,5363,2262596.07,1955832.47,306763.6
2298,9,82,8229,672556.17,466337.43,206218.74
2332,4,127,1853,381162.1,217004.83,164157.27
199,11,22,7333,1118869.14,714527.52,404341.62
284,10,80,2799,132812.55,88980.21,43832.34
240,2,26,8413,2147670.64,1341200.46,806470.18
2746,10,38,1366,64816.7,43425.14,21391.56
1126,6,157,882,8229.06,6103.44,2125.62
523,9,154,3216,262843.68,182250.72,80592.96
1998,7,84,6655,1025269.3,605139.15,420130.15
2310,4,5,6515,1340135.5,762971.65,577163.85
2132,2,111,146,37270.88,23275.32,13995.56
2627,3,80,1927,812982.03,702757.63,110224.4
667,1,70,8269,5525924.63,4155503.26,1370421.37
1015,1,82,2615,1747526.05,1314142.1,433383.95
103,8,165,438,285229.98,229932.48,55297.5
693,2,23,4243,1083153.04,676419.06,406733.98
250,6,142,8567,79930.11,59283.64,20646.47
2611,10,177,4976,236111.2,158187.04,77924.16
1549,12,78,7070,772609.6,253388.8,519220.8
1830,7,133,5478,843940.68,498114.54,345826.14
1104,6,33,2862,26702.46,19805.04,6897.42
1142,4,88,8913,1833404.1,1043801.43,789602.67
1184,4,144,5355,1101523.5,627124.05,474399.45
316,1,33,944,630846.88,474397.76,156449.12
1541,2,8,6465,1650385.2,1030650.3,619734.9
1789,8,165,9736,6340180.56,5111010.56,1229170.0
1232,12,167,606,66223.68,21719.04,44504.64
1220,6,34,5953,55541.49,41194.76,14346.73
2621,1,103,4691,3134854.57,2357415.14,777439.43
278,4,146,2760,567732.0,323223.6,244508.4
127,2,131,8134,2076447.52,1296722.28,779725.24
2575,6,166,5819,54291.27,40267.48,14023.79
571,3,60,2850,1202386.5,1039366.5,163020.0
636,6,127,3295,30742.35,22801.4,7940.95
522,10,32,3253,154354.85,103412.87,50941.98
2665,2,161,5852,1493898.56,932925.84,560972.72
132,1,41,6256,4180697.12,3143890.24,1036806.88
1216,6,75,6655,62091.15,46052.6,16038.55
1900,11,149,1274,194386.92,124138.56,70248.36
238,9,81,1367,111724.91,77467.89,34257.02
876,7,16,221,34047.26,20095.53,13951.73
2727,5,96,8153,3564491.6,2146929.49,1417562.11
781,11,161,7511,1146028.38,731871.84,414156.54
1557,6,29,7675,71607.75,53111.0,18496.75
944,11,12,57,8697.06,5554.08,3142.98
577,8,76,3100,2018751.0,1627376.0,391375.0
1952,7,5,7275,1120786.5,661515.75,459270.75
1058,6,108,89,830.37,615.88,214.49
1806,7,49,1078,166076.68,98022.54,68054.14
1051,2,134,6809,1738201.52,1085490.78,652710.74
1245,8,54,5880,3829114.8,3086764.8,742350.0
48,12,157,3922,428596.16,140564.48,288031.68
1866,2,96,8595,2194131.6,1370214.9,823916.7
846,7,92,4593,707597.58,417641.49,289956.09
1345,7,48,8638,1330770.28,785453.34,545316.94
1032,4,89,4486,922770.2,525355.46,397414.74
2672,5,106,7922,3463498.4,2086100.26,1377398.14
452,8,149,1764,1148734.44,926029.44,222705.0
2282,7,150,861,132645.66,78290.73,54354.93
1220,8,117,7092,4618381.32,3723016.32,895365.0
2655,2,27,4370,1115573.6,696665.4,418908.2
127,1,60,3635,2429161.45,1826732.9,602428.55
539,3,78,7862,3316899.18,2867192.78,449706.4
817,11,137,7055,1076451.9,687439.2,389012.7
380,12,33,3252,355378.56,116551.68,238826.88
1951,6,136,5518,51482.94,38184.56,13298.38
1264,6,20,4953,46211.49,34274.76,11936.73
1132,12,143,9687,1058595.36,347182.08,711413.28
1971,3,160,9880,4168273.2,3603137.2,565136.0
728,7,81,2726,419967.56,247875.18,172092.38
646,1,147,7447,4976606.69,3742415.38,1234191.31
1901,7,107,299,46063.94,27188.07,18875.87
723,5,69,571,249641.2,150361.43,99279.77
331,2,173,657,167718.96,104738.94,62980.02
633,12,99,4205,459522.4,150707.2,308815.2
1164,6,57,7627,71159.91,52778.84,18381.07
2703,10,134,4366,207166.7,138795.14,68371.56
1868,3,46,9894,4174179.66,3608242.86,565936.8
1305,6,64,6717,62669.61,46481.64,16187.97
1857,10,29,9423,447121.35,299557.17,147564.18
1689,8,152,471,306719.91,247256.16,59463.75
288,2,19,3147,803366.16,501694.74,301671.42
2246,4,60,110,22627.0,12882.1,9744.9
957,6,99,1054,9833.82,7293.68,2540.14
298,11,40,7702,1175171.16,750482.88,424688.28
1493,6,3,8808,82178.64,60951.36,21227.28
1227,1,125,5159,3447604.93,2592603.86,855001.07
2314,6,107,4573,42666.09,31645.16,11020.93
1961,4,1,6898,1418918.6,807824.78,611093.82
481,7,37,9013,1388542.78,819552.09,568990.69
212,4,52,5292,1088564.4,619746.12,468818.28
402,8,156,3371,2195228.91,1769640.16,425588.75
1394,6,82,9073,84651.09,62785.16,21865.93
1555,6,165,9435,88028.55,65290.2,22738.35
2140,2,39,8522,2175496.16,1358577.24,816918.92
1810,10,63,2435,115540.75,77408.65,38132.1
1570,8,114,4302,2801505.42,2258377.92,543127.5
2361,12,64,9286,1014774.08,332810.24,681963.84
1984,11,49,9402,1434557.16,916130.88,518426.28
1409,10,32,12,569.4,381.48,187.92
1668,6,34,4696,43813.68,32496.32,11317.36
215,11,180,3770,575226.6,367348.8,207877.8
1653,3,18,9584,4043393.76,3495188.96,548204.8
455,4,12,1516,311841.2,177538.76,134302.44
1736,4,150,978,201174.6,114533.58,86641.02
2171,6,31,6413,59833.29,44377.96,15455.33
1964,2,151,8294,2117292.32,1322229.48,795062.84
1743,2,119,4125,1053030.0,657607.5,395422.5
447,7,72,3444,530582.64,313162.92,217419.72
908,9,140,2817,230233.41,159639.39,70594.02
2251,1,158,844,564019.88,424143.76,139876.12
224,2,56,3153,804897.84,502651.26,302246.58
1710,8,126,7407,4823512.47,3888378.72,935133.75
191,4,25,8297,1706692.9,971661.67,735031.23
1492,1,8,2547,1702083.69,1279969.38,422114.31
1217,6,43,3912,36498.96,27071.04,9427.92
1232,8,148,8178,5325595.38,4293122.88,1032472.5
1467,10,119,8163,387334.35,259501.77,127832.58
2506,6,24,8715,81310.95,60307.8,21003.15
1036,2,72,1714,437549.92,273245.88,164304.04
194,9,93,1072,87614.56,60750.24,26864.32
189,7,24,7729,1190729.74,702797.97,487931.77
477,3,15,4662,1966851.18,1700184.78,266666.4
245,8,113,1873,1219716.33,983250.08,236466.25
2230,4,174,1399,287774.3,163836.89,123937.41
111,9,76,2308,188632.84,130794.36,57838.48
65,11,52,5698,869400.84,555213.12,314187.72
2537,11,108,9699,1479873.42,945070.56,534802.86
2079,5,86,4473,1955595.6,1177875.09,777720.51
788,11,103,7211,1100254.38,702639.84,397614.54
1210,7,171,7137,1099526.22,648967.41,450558.81
1706,7,174,507,78108.42,46101.51,32006.91
1170,5,94,5606,2450943.2,1476227.98,974715.22
856,8,120,7751,5047528.71,4068964.96,978563.75
822,6,123,4292,40044.36,29700.64,10343.72
2039,4,68,110,22627.0,12882.1,9744.9
1322,7,176,9241,1423668.46,840284.13,583384.33
2489,11,26,2475,377635.5,241164.0,136471.5
977,9,3,2315,189204.95,131191.05,58013.9
1029,7,87,3299,508243.94,299978.07,208265.87
2701,4,112,6994,1438665.8,819067.34,619598.46
854,6,93,6998,65291.34,48426.16,16865.18
2573,11,39,3941,601317.78,384011.04,217306.74
2327,4,73,484,99558.8,56681.24,42877.56
2264,9,94,6321,516615.33,358211.07,158404.26
1306,11,107,3173,484136.34,309177.12,174959.22
1562,2,181,9797,2500978.16,1561837.74,939140.42
699,8,27,6979,4544794.59,3663695.84,881098.75
1141,7,134,2535,390542.1,230507.55,160034.55
635,1,41,6314,4219456.78,3173037.56,1046419.22
1829,3,172,5197,2192562.33,1895293.93,297268.4
2566,12,144,8094,884512.32,290088.96,594423.36
1393,7,178,949,146202.94,86292.57,59910.37
1951,2,180,1733,442400.24,276274.86,166125.38
292,8,33,5453,3551048.13,2862606.88,688441.25
2041,2,6,6875,1755050.0,1096012.5,659037.5
54,4,148,4742,975429.4,555335.62,420093.78
550,2,49,5877,1500280.56,936911.34,563369.22
2423,2,150,5441,1388978.48,867404.22,521574.26
1528,7,110,5625,866587.5,511481.25,355106.25
1781,4,92,654,134527.8,76589.94,57937.86
2023,3,77,1783,752229.87,650242.27,101987.6
39,7,56,2297,353875.82,208866.21,145009.61
1200,1,9,2513,1679362.51,1262883.02,416479.49
1476,7,35,4782,736714.92,434827.26,301887.66
1721,4,34,8482,1744747.4,993327.02,751420.38
1426,3,3,5024,2119575.36,1832202.56,287372.8
130,7,54,2851,439225.06,259241.43,179983.63
1684,10,30,2437,115635.65,77472.23,38163.42
607,2,60,1286,328290.08,205014.12,123275.96
1881,9,84,8935,730257.55,506346.45,223911.1
1332,7,153,1951,300571.06,177404.43,123166.63
1839,8,38,5509,3587515.89,2892004.64,695511.25
1446,2,88,9343,2385081.04,1489461.06,895619.98
2469,2,17,5126,1308565.28,817186.92,491378.36
1233,6,156,9581,89390.73,66300.52,23090.21
470,9,131,6464,528302.72,366314.88,161987.84
964,12,140,1560,170476.8,55910.4,114566.4
2342,9,72,7687,628258.51,435622.29,192636.22
2227,7,83,9695,1493611.7,881566.35,612045.35
2582,11,112,9461,1443559.38,921879.84,521679.54
414,6,113,899,8387.67,6221.08,2166.59
995,5,31,4949,2163702.8,1303220.17,860482.63
1358,12,60,4586,501158.08,164362.24,336795.84
2764,9,176,2671,218300.83,151365.57,66935.26
4,5,34,2223,971895.6,585382.59,386513.01
159,9,4,9568,781992.64,542218.56,239774.08
2369,2,31,2837,724229.36,452274.54,271954.82
982,4,133,2190,450483.0,256470.9,194012.1
1511,9,180,4821,394020.33,273206.07,120814.26
1343,8,93,3840,2500646.4,2015846.4,484800.0
2459,11,47,4769,727654.02,464691.36,262962.66
282,11,119,8057,1229337.06,785074.08,444262.98
1089,1,79,1053,703688.31,529174.62,174513.69
2632,12,44,8136,889102.08,291594.24,597507.84
444,5,45,5719,2500346.8,1505984.27,994362.53
1759,2,41,7242,1848737.76,1154519.64,694218.12
2619,7,136,8181,1260364.86,743898.33,516466.53
998,5,87,1039,454250.8,273599.87,180650.93
2069,5,78,353,154331.6,92955.49,61376.11
1089,8,15,7690,5007804.9,4036942.4,970862.5
1024,7,141,6649,1024344.94,604593.57,419751.37
97,11,105,7860,1199278.8,765878.4,433400.4
2338,6,111,3983,37161.39,27562.36,9599.03
863,5,17,4712,2060086.4,1240810.96,819275.44
1256,10,82,1770,83986.5,56268.3,27718.2
2679,2,138,3911,998400.08,623491.62,374908.46
471,8,138,1923,1252276.83,1009498.08,242778.75
1723,9,146,3621,295944.33,205202.07,90742.26
186,7,165,8856,1364355.36,805276.08,559079.28
1216,10,141,4507,213857.15,143277.53,70579.62
651,4,167,9484,1950858.8,1110671.24,840187.56
852,11,61,9731,1484755.98,948188.64,536567.34
2180,12,69,3220,351881.6,115404.8,236476.8
2004,12,174,4958,541810.24,177694.72,364115.52
1931,7,3,1979,304884.74,179950.47,124934.27
1920,4,160,8352,1718006.4,978102.72,739903.68
399,8,31,175,113961.75,91868.0,22093.75
1213,11,9,577,88038.66,56222.88,31815.78
2233,8,12,4721,3074362.41,2478336.16,596026.25
2286,1,110,4798,3206359.46,2411186.92,795172.54
616,3,85,5032,2122950.48,1835120.08,287830.4
1621,6,85,6678,62305.74,46211.76,16093.98
1342,9,46,3022,246988.06,171256.74,75731.32
933,12,26,4381,478755.68,157015.04,321740.64
1777,7,47,3105,478356.3,282337.65,196018.65
861,6,32,8572,79976.76,59318.24,20658.52
839,4,41,2195,451511.5,257056.45,194455.05
2197,3,35,2414,1018442.46,880361.66,138080.8
154,2,76,9705,2477492.4,1547171.1,930321.3
251,4,31,1572,323360.4,184096.92,139263.48
581,4,124,7551,1553240.7,884297.61,668943.09
445,6,163,4210,39279.3,29133.2,10146.1
1463,11,98,146,22276.68,14226.24,8050.44
2719,2,33,991,252982.48,157985.22,94997.26
1736,12,76,4404,481269.12,157839.36,323429.76
1460,5,72,5080,2220976.0,1337716.4,883259.6
171,10,47,9740,462163.0,309634.6,152528.4
1650,5,138,2140,935608.0,563526.2,372081.8
2239,7,68,8067,1242802.02,733532.31,509269.71
865,7,46,337,51918.22,30643.41,21274.81
295,1,21,3799,2538757.73,1909149.46,629608.27
1194,11,148,333,50809.14,32447.52,18361.62
2704,5,24,3851,1683657.2,1014083.83,669573.37
295,6,34,5294,49393.02,36634.48,12758.54
1261,4,21,7636,1570725.2,894251.96,676473.24
748,5,97,882,385610.4,232257.06,153353.34
861,7,173,7069,1089050.14,642784.17,446265.97
1755,11,1,5263,803028.54,512826.72,290201.82
186,3,143,6563,2768864.07,2393460.47,375403.6
1785,8,39,9099,5925359.79,4776611.04,1148748.75
182,4,168,3033,623888.1,355194.63,268693.47
1831,3,182,5556,2344020.84,2026217.64,317803.2
349,5,22,5893,2576419.6,1551803.69,1024615.91
2584,11,93,298,45468.84,29037.12,16431.72
2373,1,84,7057,4715981.39,3546424.78,1169556.61
1519,8,4,1487,968349.27,780615.52,187733.75
653,6,40,938,8751.54,6490.96,2260.58
820,9,147,9789,800054.97,554742.63,245312.34
2610,7,96,4452,685875.12,404820.36,281054.76
437,11,146,8368,1276789.44,815377.92,461411.52
1410,2,65,7011,1789768.08,1117693.62,672074.46
1558,11,35,2887,440498.46,281309.28,159189.18
2646,5,46,531,232153.2,139828.23,92324.97
1579,10,121,1511,71696.95,48034.69,23662.26
2409,9,63,9425,770305.25,534114.75,236190.5
1428,2,71,4903,1251637.84,781636.26,470001.58
1181,9,9,607,49610.11,34398.69,15211.42
738,10,24,6228,295518.6,197988.12,97530.48
2262,6,99,3491,32571.03,24157.72,8413.31
1502,5,131,1150,502780.0,302829.5,199950.5
1073,9,5,9992,816646.16,566246.64,250399.52
878,2,96,7833,1999608.24,1248736.86,750871.38
1101,6,22,4523,42199.59,31299.16,10900.43
1006,3,81,6941,2928338.49,2531313.29,397025.2
777,9,59,3998,326756.54,226566.66,100189.88
2362,8,182,1638,1066681.98,859884.48,206797.5
840,12,49,7832,855880.96,280698.88,575182.08
418,7,113,7587,1168853.22,689885.91,478967.31
805,1,64,7939,5305395.53,3989665.06,1315730.47
813,8,66,2954,1923674.34,1550731.84,372942.5
2598,2,44,8732,2229104.96,1392055.44,837049.52
2336,12,79,8402,918170.56,301127.68,617042.88
421,4,173,7126,1465818.2,834525.86,631292.34
2004,5,20,7096,3102371.2,1868589.68,1233781.52
1892,5,52,2535,1108302.0,667541.55,440760.45
1251,5,77,4698,2053965.6,1237124.34,816841.26
2310,4,120,6872,1413570.4,804779.92,608790.48
738,2,20,9374,2392994.72,1494403.08,898591.64
2488,3,102,4553,1920865.17,1660433.57,260431.6
2637,1,162,1788,1194866.76,898541.52,296325.24
2431,11,154,2490,379924.2,242625.6,137298.6
740,10,8,5103,242137.35,162224.37,79912.98
2708,6,62,99,923.67,685.08,238.59
1251,8,171,4983,3244979.43,2615875.68,629103.75
1459,7,96,9593,1477897.58,872291.49,605606.09
888,1,69,4485,2997190.95,2253891.9,743299.05
270,12,60,9597,1048760.16,343956.48,704803.68
2074,1,98,2591,1731487.57,1302081.14,429406.43
224,8,124,8159,5313222.39,4283148.64,1030073.75
1726,11,90,3024,461401.92,294658.56,166743.36
1271,10,36,942,44697.9,29946.18,14751.72
830,5,137,7698,3365565.6,2027114.34,1338451.26
1779,8,67,6111,3979544.31,3208030.56,771513.75
1255,5,55,1028,449441.6,270703.24,178738.36
248,2,90,4330,1105362.4,690288.6,415073.8
31,6,41,9928,92628.24,68701.76,23926.48
917,8,69,8763,5706553.23,4600224.48,1106328.75
1048,1,153,3810,2546108.7,1914677.4,631431.3
2471,6,103,5074,47340.42,35112.08,12228.34
2394,6,94,4591,42834.03,31769.72,11064.31
1935,12,51,1427,155942.56,51143.68,104798.88
2222,1,183,6683,4466048.41,3358474.82,1107573.59
1686,2,166,8487,2166561.36,1352997.54,813563.82
2500,7,177,7001,1078574.06,636600.93,441973.13
207,8,110,4958,3228699.18,2602751.68,625947.5
569,7,103,9880,1522112.8,898388.4,623724.4
1074,12,24,2470,269921.6,88524.8,181396.8
1304,6,173,8043,75041.19,55657.56,19383.63
1057,4,64,3949,812309.3,462467.39,349841.91
1637,3,139,4568,1927193.52,1665903.92,261289.6
1218,12,156,6310,689556.8,226150.4,463406.4
594,11,36,2619,399607.02,255195.36,144411.66
2330,11,133,8967,1368184.86,873744.48,494440.38
640,11,63,7861,1199431.38,765975.84,433455.54
15,8,172,3835,2497390.35,2013221.6,484168.75
1120,1,50,8457,5651559.39,4249980.78,1401578.61
829,2,83,5326,1359621.28,849070.92,510550.36
2381,7,145,5072,781392.32,461196.96,320195.36
1585,4,161,356,73229.2,41691.16,31538.04
902,11,128,870,132744.6,84772.8,47971.8
1930,12,1,8338,911176.64,298833.92,612342.72
133,8,43,1514,985931.94,794789.44,191142.5
2342,2,156,1186,302762.08,189072.12,113689.96
2457,9,98,5170,422544.1,292983.9,129560.2
1028,7,50,3315,510708.9,301432.95,209275.95
1320,6,45,2500,23325.0,17300.0,6025.0
628,6,93,1638,15282.54,11334.96,3947.58
502,6,151,6670,62231.1,46156.4,16074.7
1858,10,138,5570,264296.5,177070.3,87226.2
1721,2,133,3342,853145.76,532781.64,320364.12
646,5,23,7024,3070892.8,1849629.92,1221262.88
2532,10,75,682,32360.9,21680.78,10680.12
1565,1,19,415,277332.05,208554.1,68777.95
1920,2,16,9353,2387633.84,1491055.26,896578.58
285,10,131,2656,126027.2,84434.24,41592.96
913,10,71,2518,119479.1,80047.22,39431.88
759,2,150,3163,807450.64,504245.46,303205.18
651,6,40,5844,54524.52,40440.48,14084.04
580,12,86,3848,420509.44,137912.32,282597.12
334,7,83,7492,1154217.52,681247.56,472969.96
1495,10,23,9126,433028.7,290115.54,142913.16
1077,5,73,8128,3553561.6,2140346.24,1413215.36
2624,11,74,5911,901900.38,575967.84,325932.54
387,9,113,916,74864.68,51909.72,22954.96
1089,12,70,3617,395265.76,129633.28,265632.48
1481,2,108,1519,387770.32,242158.98,145611.34
411,3,75,4158,1754218.62,1516381.02,237837.6
2678,1,65,8102,5414323.54,4071579.08,1342744.46
472,1,83,1949,1302458.23,979450.46,323007.77
2178,12,73,1328,145123.84,47595.52,97528.32
252,11,124,3902,595367.16,380210.88,215156.28
1338,10,110,4362,206976.9,138667.98,68308.92
2322,2,35,9433,2408056.24,1503808.86,904247.38
1990,11,64,2868,437599.44,279457.92,158141.52
2497,4,133,455,93593.5,53285.05,40308.45
2738,9,150,5010,409467.3,283916.7,125550.6
1598,11,182,1383,211018.14,134759.52,76258.62
1098,7,4,1452,223695.12,132030.36,91664.76
1674,3,63,9129,3851433.81,3329255.01,522178.8
1564,11,109,5358,817523.64,522083.52,295440.12
630,8,185,3110,2025263.1,1632625.6,392637.5
2252,9,115,2391,195416.43,135497.97,59918.46
2355,7,147,5238,806966.28,476291.34,330674.94
1982,10,62,717,34021.65,22793.43,11228.22
1798,2,41,9928,2534419.84,1582721.76,951698.08
1747,12,182,999,109170.72,35804.16,73366.56
1608,12,31,4093,447283.04,146693.12,300589.92
982,10,66,6402,303774.9,203519.58,100255.32
2233,11,92,7148,1090641.84,696501.12,394140.72
2298,2,17,2588,660664.64,412578.96,248085.68
892,2,181,1007,257066.96,160535.94,96531.02
2228,6,80,7723,72055.59,53443.16,18612.43
1387,2,19,84,21443.52,13391.28,8052.24
2392,1,18,2471,1651295.17,1241776.34,409518.83
1338,6,92,1293,12063.69,8947.56,3116.13
1591,4,47,9995,2055971.5,1170514.45,885457.05
2344,10,12,4048,192077.6,128685.92,63391.68
2497,10,176,5959,282754.55,189436.61,93317.94
2149,11,58,263,40128.54,25626.72,14501.82
1607,3,136,8528,3597877.92,3110076.32,487801.6
991,1,157,4352,2908311.04,2187054.08,721256.96
1243,10,57,8366,396966.7,265955.14,131011.56
1296,11,123,3230,492833.4,314731.2,178102.2
1087,10,73,8636,409778.2,274538.44,135239.76
627,3,169,6309,2661704.01,2300829.21,360874.8
2213,2,89,5004,1277421.12,797737.68,479683.44
606,3,1,5505,2322504.45,2007618.45,314886.0
